date,total,drawdown,rebalance,trade_cost,应急现金/灵活资金,固收/债券,黄金
2023-04-26,103014.93381331112,-0.0006274712258702575,False,0.0,14220.746568901914,71250.75407719902,17543.43316721018
2023-04-27,103158.8533337627,0.0,False,0.0,14221.593041911967,71353.24550732107,17584.014784529656
2023-04-28,103049.58775674184,-0.001059197281568669,False,0.0,14222.439565307319,71385.16906752303,17441.979123911486
2023-05-04,103506.80301400897,0.0,False,0.0,14223.286139090967,71447.89606300757,17835.62081191042
2023-05-05,103718.7473634694,0.0,False,0.0,14224.132763265912,71577.83055365412,17916.78404654938
2023-05-08,103493.01643921738,-0.002176375341875092,False,0.0,14224.979437835154,71541.98655623439,17726.050445147837
2023-05-09,103557.26961783625,-0.0015568809857225974,False,0.0,14225.826162801692,71568.86955429919,17762.573900735362
2023-05-10,103738.54840772015,0.0,False,0.0,14226.672938168525,71664.08017244536,17847.795297106266
2023-05-11,103822.85370438613,0.0,False,0.0,14227.519763938653,71763.77129026901,17831.562650178475
2023-05-12,103666.24945569856,-0.001508379350980471,False,0.0,14228.366640115079,71724.0068556315,17713.87595995199
2023-05-15,103775.28950390522,-0.0004581284253304396,False,0.0,14229.213566700799,71763.21122780933,17782.864709395104
2023-05-16,103684.1760062101,-0.0013357145679205873,False,0.0,14230.060543698817,71724.0068556315,17730.10860687978
2023-05-17,103613.37169639603,-0.0020176868629189215,False,0.0,14230.907571112131,71717.2861061153,17665.178019168616
2023-05-18,103559.35098198472,-0.0025380030792803154,False,0.0,14231.754648943745,71694.88360772796,17632.712725313035
2023-05-19,103547.4910557912,-0.0026522354064643094,False,0.0,14232.601777196658,71743.04897926071,17571.84029933382
2023-05-22,103707.49703992053,-0.0011110912515855942,False,0.0,14233.448955873871,71833.21903526974,17640.829048776934
2023-05-23,103821.37581897907,-1.423468296557484e-05,False,0.0,14234.296184978388,72015.23933466685,17571.84029933382
2023-05-24,103868.3778472211,0.0,False,0.0,14235.143464513209,71972.11452527122,17661.11985743667
2023-05-25,103708.94624681772,-0.0015349387725865915,False,0.0,14235.990794481335,71880.82434434284,17592.13110799356
2023-05-26,103604.97920916538,-0.0025358886266920733,False,0.0,14236.838174885768,71877.46396958474,17490.677064694864
2023-05-29,103638.8611607274,-0.002209687791902226,False,0.0,14237.685605729512,71894.26584337524,17506.90971162266
2023-05-30,103642.26099849262,-0.0021769556183988126,False,0.0,14238.533087015567,71953.63246410167,17450.095447375388
2023-05-31,103944.97329005908,0.0,False,0.0,14239.380618746936,71991.71671136015,17713.87595995199
2023-06-01,103994.1331326887,0.0,False,0.0,14240.228200926624,72052.20345700593,17701.701474756148
2023-06-02,103948.0457500114,-0.0004431729107111648,False,0.0,14241.07583355763,71952.5123391823,17754.457577271467
2023-06-05,103815.2953669859,-0.0017196909125115623,False,0.0,14241.92351664296,72025.88052140082,17547.49132894213
2023-06-06,103977.50549820732,-0.0001598901205336345,False,0.0,14242.771250185619,72053.3235819253,17681.41066609641
2023-06-07,104072.71006006244,0.0,False,0.0,14243.619034188605,72123.33138938573,17705.759636488096
2023-06-08,103938.50010364904,-0.0012895787602335007,False,0.0,14244.466868654925,72089.72764180473,17604.305593189398
2023-06-09,104132.62478205939,0.0,False,0.0,14245.314753587583,72132.85245120035,17754.457577271463
2023-06-12,104187.09182467381,0.0,False,0.0,14246.162688989582,72174.29707321692,17766.63206246731
2023-06-13,104310.29054698138,0.0,False,0.0,14247.010674863926,72256.06619233068,17807.213679786786
2023-06-14,104262.89047370231,-0.00045441416211688956,False,0.0,14247.858711213621,72309.2721260006,17705.759636488096
2023-06-15,103930.85932567433,-0.0036375243450803563,False,0.0,14248.706798041669,72114.37039003079,17567.78213760187
2023-06-16,103897.1948886905,-0.003960257958488089,False,0.0,14249.554935351076,71958.11296377913,17689.5269895603
2023-06-19,103947.73258207587,-0.003475764116889435,False,0.0,14250.403123144846,71979.39533724709,17717.934121683935
2023-06-20,103995.60773816436,-0.003016795439518938,False,0.0,14251.251361425986,71993.95696119886,17750.39941553952
2023-06-21,104000.69773519713,-0.0029679987483576253,False,0.0,14252.099650197499,72071.24558063516,17677.35250436446
2023-06-26,104037.6746853131,-0.0026135087941826507,False,0.0,14252.947989462391,72115.49051495014,17669.236180900563
2023-06-27,103979.72568121066,-0.0031690532548351857,False,0.0,14253.796379223668,72072.92576801422,17653.00353397277
2023-06-28,103932.02306960516,-0.003626367785888318,False,0.0,14254.644819484336,72085.24714212726,17592.131107993555
2023-06-29,103946.29473059456,-0.0034895484853709746,False,0.0,14255.4933102474,72066.20501849802,17624.596401849136
2023-06-30,104071.18336007836,-0.0022922684391846193,False,0.0,14256.341851515868,72165.89613632167,17648.94537224082
2023-07-03,104138.36913827098,-0.0016481730403480332,True,3.790016752804717,14579.371679357939,72896.85839678968,16662.13906212336
2023-07-04,104149.73664669356,-0.0015391952169427903,False,0.0,14580.239499100757,72884.41801333251,16685.07913426029
2023-07-05,104268.94875749738,-0.00039633471699884737,False,0.0,14581.107370499512,72991.29221666911,16696.54917032875
2023-07-06,104286.48528478185,-0.0002282158555469982,False,0.0,14581.97529355728,73015.60751160813,16688.90247961644
2023-07-07,104271.76432304402,-0.0003693425043238552,False,0.0,14582.843268277134,73022.95864728736,16665.96240747951
2023-07-10,104310.16537254413,-1.200020022906756e-06,False,0.0,14583.711294662151,73018.43487148476,16708.019206397217
2023-07-11,104335.37438362723,0.0,False,0.0,14584.579372715405,73027.48242308998,16723.312587821834
2023-07-12,104323.07606135737,-0.00011787298739784902,False,0.0,14585.44750243997,73025.78600716402,16711.842551753372
