date,total,drawdown,unallocated_cash,invested_total,应急现金/灵活资金,固收/债券,A股宽基,A股红利,美股宽基,黄金,主题仓
2022-12-01,504422.81106601376,0.0,378715.3329356092,90395.69015555881,35311.78797484573,48137.28040983778,22438.743729242477,10130.79256239069,3311.143246473499,5167.174739132075,1210.555468482279
2022-12-02,504246.1847011301,-0.0003501553875218111,378737.8755149506,90194.41931919241,35313.88986698708,48152.191132621185,22295.861363303226,10048.140408618272,3298.9967195238532,5197.21645273168,1202.0132423941982
2022-12-05,504775.02828810876,0.0,378760.4194361122,90698.61696775549,35315.99188424107,48130.398537783905,22736.933014680915,10225.252166702026,3247.98130633534,5146.276155758436,1211.775786494862
2022-12-06,504749.98326653027,-4.9616205586522355e-05,378782.96469917387,90648.92454074127,35318.09402661513,48079.54914983026,22879.815380620166,10166.214914007442,3196.965893146827,5091.417374402636,1234.9618287339379
2022-12-07,504556.06009475834,-0.0004337936329635861,378805.51130421547,90430.35249642615,35320.196294116715,48050.49235671388,22805.268059260554,10107.177661312857,3153.238396128101,5091.417374402636,1222.7586486081084
2022-12-08,504756.85210727237,-3.600847866436219e-05,378828.0592513169,90606.4941692022,35322.29868675327,48121.605034603956,22861.178550280267,10166.214914007442,3145.9504799583133,5107.091311932864,1204.4538784193642
2022-12-09,504958.21813235903,0.0,378850.608540558,90783.20838726877,35324.40120453224,48079.54914983026,23072.39596079916,10118.985111851774,3170.243533857605,5125.3775723847975,1216.6570585451936
2022-12-12,504524.2438081504,-0.0008594262032485256,378873.15917201876,90324.58078867056,35326.50384746108,48087.578000559784,22811.480336040528,9918.258452690186,3143.521174568384,5121.459088002241,1242.2837368094354
2022-12-13,504435.4144721248,-0.0010353404330518678,378895.711145779,90211.0967107985,35328.606615547236,47974.02711167081,22743.145291460885,9953.680804306938,3192.1072823669683,5125.3775723847975,1222.7586486081082
2022-12-14,504652.7224350913,-0.0006049920296330447,378918.2644619186,90403.74846437447,35330.70950879816,48075.34356135289,22805.268059260557,9906.45100215127,3218.829641656189,5176.317869358042,1221.538330595525
2022-12-15,504562.01977269485,-0.0007846161235469662,378940.8191205175,90288.38812495602,35332.8125272213,48106.31198559535,22792.843505700625,9823.798848378852,3189.6779769770387,5137.13302553247,1238.6227827716862
2022-12-16,504550.55084771477,-0.0008073287452416977,378963.37512165564,90252.26005523498,35334.91567082411,48094.07754638846,22817.692612820494,9894.643551612355,3119.2281206690923,5113.622119237127,1212.9961045074444
2022-12-19,504113.39482854155,-0.0016730558558728514,378985.9324654129,89790.4434235146,35337.01893961404,48165.95487672895,22457.380559582383,9752.954145145352,3085.2178452100834,5148.888478680142,1180.047518167705
2022-12-20,503614.40177731303,-0.0026612426668016775,379008.4911518692,89266.7882918453,35339.12233359854,48170.54279143154,22066.007122444433,9658.494540834017,3039.0610428014284,5150.194640140993,1182.488154192871
2022-12-21,503661.4346058023,-0.0025681006467288547,379031.0511811044,89289.15757191287,35341.225852785064,48143.779955666454,22047.37029210453,9658.494540834017,3075.500623650367,5199.828775653384,1164.1833840041268
2022-12-22,503719.93758424534,-0.0024522435790699237,379053.6125531985,89322.99553386582,35343.32949718106,48159.45533090028,22097.06850634427,9611.26473867835,3111.940204499305,5199.828775653384,1143.4379777902168
2022-12-23,503535.24349365896,-0.002818004713267319,379076.17526823137,89113.63495863359,35345.43326679399,48173.98372745847,22034.945738544593,9552.227485983767,3075.5006236503673,5156.725447445255,1120.2519355511408
2022-12-26,503640.6386432351,-0.002609284178000215,379098.73932628304,89194.3621553207,35347.5371616313,48154.48508997249,22090.856229564302,9552.227485983767,3085.2178452100843,5163.256254749516,1148.3192498405483
2022-12-27,504120.57543399965,-0.0016588356586362263,379121.3047274334,89649.62952486578,35349.64118170044,48159.83765712551,22382.833238222775,9670.301991372935,3094.9350667698013,5176.31786935804,1165.4037020167093
2022-12-28,504077.4537013834,-0.001744232293581116,379143.8714717624,89581.83690261209,35351.74532700887,48230.56800879035,22302.073640083196,9658.494540834017,3060.9247913107924,5180.236353740597,1149.539567853131
2022-12-29,503960.7882429972,-0.0019752721186535593,379166.43955935,89440.49908608313,35353.849597564054,48257.71317078065,22227.526318723587,9611.26473867835,3022.055905071925,5172.3993849754825,1149.539567853131
2022-12-30,504262.14984215813,-0.0013784670992689207,379189.00899027614,89717.18685850856,35355.953993373434,48336.85469940023,22326.922747203065,9658.494540834017,3048.778264361146,5206.359582957645,1139.7770237524676
2023-01-03,504372.4880006636,-0.0011599576176061221,369211.5797646208,99802.84972159826,35358.05851444447,51035.13450702967,26486.35478538797,11478.49773319598,3505.9202343000966,5951.143000288754,1345.799461395813
2023-01-04,504592.2106837366,-0.0007248271945670126,369233.5566443687,99998.49087858328,35360.163160784614,51124.37138271695,26523.090367614586,11548.31827901834,3491.8965533628966,5973.532552584798,1337.281743285713
