date,total,drawdown,rebalance,trade_cost,应急现金/灵活资金,固收/债券,A股宽基,A股红利,美股宽基,黄金,主题仓
2022-05-13,98079.92269212198,-0.01718994370359772,False,0.0,6991.917812008995,35019.136152100546,28737.915451187346,12730.055655334112,4769.083020989503,7886.270634146341,1945.5439663551397
2022-05-16,97857.13449852818,-0.019422393231269375,False,0.0,6992.333997593043,35014.934941355146,28493.034918205816,12836.51968112544,4791.525764617689,7811.221247967479,1917.563947663551
2022-05-17,98314.4723261511,-0.014839638639144725,False,0.0,6992.750207950043,35056.666968092744,28880.10414775727,12714.846508792496,4813.968508245875,7863.958654471545,1992.1773308411214
2022-05-18,98168.1007407528,-0.016306355395611427,False,0.0,6993.166443081468,35112.12294993197,28769.512939313994,12654.009922626024,4858.853995502246,7780.795821138211,1999.6386691588784
2022-05-19,98163.36382185851,-0.01635382170061428,False,0.0,6993.582702988794,35082.99455543056,28840.607287598956,12730.055655334114,4679.312046476759,7809.192886178863,2027.6186878504668
2022-05-20,98877.65620147476,-0.009196253519954123,False,0.0,6993.998987673495,35063.66898600174,29504.15453825859,12775.683094958966,4649.388388305845,7853.816845528455,2036.945360747663
2022-05-23,98585.41175716202,-0.01212468954318513,False,0.0,6994.415297137047,35079.073425401526,29251.374633245396,12684.428215709258,4664.350217391302,7859.901930894308,2051.868037383177
2022-05-24,97618.29596025212,-0.02181567526907935,False,0.0,6994.831631380924,35096.438429815826,28603.62612664909,12456.291017584992,4626.945644677659,7874.100463414634,1966.0626467289715
2022-05-25,98030.01545942113,-0.017690039226045062,False,0.0,6995.247990406601,35124.4465014518,28737.915451187353,12654.009922626023,4668.090674662667,7884.242272357723,1966.0626467289715
2022-05-26,98365.90602700684,-0.014324247139579027,False,0.0,6995.664374215554,35189.42522764725,28816.909171503976,12790.892241500584,4709.235704647674,7912.639337398373,1951.1399700934576
2022-05-30,98770.0296547517,-0.010274725540939667,False,0.0,6996.080782809257,35086.9156854596,29077.58844854883,12866.937974208673,4896.25856821589,7880.185548780486,1966.0626467289715
2022-05-31,99220.23151448932,-0.005763476928903222,False,0.0,6996.497216189186,35053.58608021279,29583.148258575216,12836.519681125437,4877.556281859069,7863.958654471543,2008.9653420560742
2022-06-01,99135.15963915939,-0.006615939821280392,False,0.0,6996.913674356816,35043.503174423844,29535.752026385242,12851.728827667055,4888.777653673161,7813.249609756096,2005.2346728971957
2022-06-02,99207.60555104986,-0.005889995420131022,False,0.0,6997.330157313623,35037.62147938029,29622.645118733526,12760.473948417348,4832.670794602696,7863.958654471543,2092.9053981308407
2022-06-06,99908.6050349619,0.0,False,0.0,6997.746665061082,35049.104788751036,30270.393625329834,12745.26480187573,4847.632623688154,7847.731760162601,2150.7307700934575
2022-06-07,99872.30047345842,-0.00036337772397854184,False,0.0,6998.163197600669,35047.42430445288,30317.78985751981,12760.473948417348,4821.449422788603,7817.306333333333,2109.693409345794
2022-06-09,100048.32312066427,0.0,False,0.0,6998.5797549338595,35044.903578005644,30380.984833773105,12882.147120750291,4840.151709145426,7872.072101626015,2029.4840224299064
2022-06-10,100443.26024648912,0.0,False,0.0,6998.996337062129,35032.019865053095,30839.148411609513,12912.565413833527,4754.121191904046,7839.61831300813,2066.7907140186912
2022-06-13,99717.67212149793,-0.00722386074695891,False,0.0,6999.412943986954,35030.33938075494,30428.381065963073,12699.637362250876,4555.876956521738,7963.34838211382,2040.6760299065418
2022-06-14,99945.00632674155,-0.004960551046679029,False,0.0,6999.82957570981,35013.254457056995,30744.355947229567,12866.937974208671,4507.2510119940025,7819.334695121949,1994.0426654205603
2022-06-15,100338.94496409711,-0.001038549347522344,False,0.0,7000.2462322321735,34997.28985622449,31131.425176781016,12958.192853458377,4458.625067466266,7776.739097560973,2016.4266803738312
2022-06-16,99969.91382675062,-0.004712575224827487,False,0.0,7000.66291355552,34995.88945264269,30918.14213192614,12760.473948417344,4443.663238380808,7801.079439024388,2050.0027028037375
2022-06-17,100430.0361100717,-0.0001316577775848371,False,0.0,7001.079619681327,35025.29792786046,31415.802569920856,12714.84650879249,4372.594550224887,7857.873569105689,2042.5413644859805
2022-06-21,100573.42510844936,0.0,False,0.0,7001.49635061107,35016.05526422059,31565.890638522436,12714.84650879249,4417.4800374812585,7813.249609756095,2044.4066990654198
2022-06-22,99970.54898032293,-0.005994387955628899,False,0.0,7001.9131063462255,35042.66293227476,31170.922036939322,12547.545896834694,4421.2204947526225,7807.164524390243,1979.119988785046
2022-06-23,100697.61026904389,0.0,False,0.0,7002.329886888269,35042.66293227476,31763.374939313988,12593.173336459547,4451.144152923537,7817.306333333333,2027.6186878504664
2022-06-24,101081.54366501748,0.0,False,0.0,7002.746692238679,35044.623497289285,32142.54479683378,12547.545896834694,4522.21284107946,7762.540565040649,2059.329375700934
2022-06-27,101733.68496566487,0.0,False,0.0,7003.1635223989315,34990.84799974822,32521.714654353567,12699.637362250873,4619.464730134932,7815.277971544715,2083.5787252336445
2022-06-28,102266.19367456905,0.0,False,0.0,7003.580377370503,34995.04921049362,32932.482,12760.473948417342,4626.945644677661,7772.682373983738,2174.980119626168
2022-06-29,101775.57469233041,-0.004797469863793702,False,0.0,7003.99725715487,35022.777201413235,32498.01653825858,12851.72882766705,4518.472383808095,7750.370394308942,2130.2120897196255
2022-06-30,102209.63029559485,-0.0005530994842165571,False,0.0,7004.41416175351,35023.89752427868,32892.985139841694,12897.356267291905,4469.84643928036,7744.285308943089,2176.845454205607
2022-07-01,102050.68426264313,-0.0021073377641462887,True,9.786276949593482,7143.54789838502,35717.739491925095,30615.20527879294,13266.588954143608,5102.534213132157,8164.0547410114505,2041.0136852528626
2022-07-04,102206.59166519485,-0.0005828124352008635,False,0.0,7143.973109569447,35654.707163523846,30821.815485543048,13250.944391697685,5166.797868209388,8200.732576792952,1967.6210698584957
